trial_index,trial_id,model,scenario_index,profile_id,baseline,prompt_order,repetition,raw_output,parsed_choice
5345,google/gemma-3n-e4b-it|274|phys_5|False|options_first|2,google/gemma-3n-e4b-it,274,phys_5,False,options_first,2,C,C
5346,google/gemma-3n-e4b-it|275|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,275,phys_5,False,scenario_first,0,D,D
5347,google/gemma-3n-e4b-it|275|phys_5|False|options_first|0,google/gemma-3n-e4b-it,275,phys_5,False,options_first,0,C,C
5348,google/gemma-3n-e4b-it|275|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,275,phys_5,False,scenario_first,1,D,D
5349,google/gemma-3n-e4b-it|275|phys_5|False|options_first|1,google/gemma-3n-e4b-it,275,phys_5,False,options_first,1,C,C
5350,google/gemma-3n-e4b-it|275|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,275,phys_5,False,scenario_first,2,D,D
5351,google/gemma-3n-e4b-it|275|phys_5|False|options_first|2,google/gemma-3n-e4b-it,275,phys_5,False,options_first,2,C,C
5352,google/gemma-3n-e4b-it|276|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,276,phys_5,False,scenario_first,0,B,B
5353,google/gemma-3n-e4b-it|276|phys_5|False|options_first|0,google/gemma-3n-e4b-it,276,phys_5,False,options_first,0,B,B
5354,google/gemma-3n-e4b-it|276|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,276,phys_5,False,scenario_first,1,B,B
5355,google/gemma-3n-e4b-it|276|phys_5|False|options_first|1,google/gemma-3n-e4b-it,276,phys_5,False,options_first,1,B,B
5356,google/gemma-3n-e4b-it|276|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,276,phys_5,False,scenario_first,2,B,B
5357,google/gemma-3n-e4b-it|276|phys_5|False|options_first|2,google/gemma-3n-e4b-it,276,phys_5,False,options_first,2,B,B
5358,google/gemma-3n-e4b-it|277|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,277,phys_5,False,scenario_first,0,D,D
5359,google/gemma-3n-e4b-it|277|phys_5|False|options_first|0,google/gemma-3n-e4b-it,277,phys_5,False,options_first,0,C,C
5360,google/gemma-3n-e4b-it|277|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,277,phys_5,False,scenario_first,1,D,D
5361,google/gemma-3n-e4b-it|277|phys_5|False|options_first|1,google/gemma-3n-e4b-it,277,phys_5,False,options_first,1,C,C
5362,google/gemma-3n-e4b-it|277|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,277,phys_5,False,scenario_first,2,D,D
5363,google/gemma-3n-e4b-it|277|phys_5|False|options_first|2,google/gemma-3n-e4b-it,277,phys_5,False,options_first,2,C,C
5364,google/gemma-3n-e4b-it|278|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,278,phys_5,False,scenario_first,0,E,E
5365,google/gemma-3n-e4b-it|278|phys_5|False|options_first|0,google/gemma-3n-e4b-it,278,phys_5,False,options_first,0,B,B
5366,google/gemma-3n-e4b-it|278|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,278,phys_5,False,scenario_first,1,E,E
5367,google/gemma-3n-e4b-it|278|phys_5|False|options_first|1,google/gemma-3n-e4b-it,278,phys_5,False,options_first,1,B,B
5368,google/gemma-3n-e4b-it|278|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,278,phys_5,False,scenario_first,2,E,E
5369,google/gemma-3n-e4b-it|278|phys_5|False|options_first|2,google/gemma-3n-e4b-it,278,phys_5,False,options_first,2,B,B
5370,google/gemma-3n-e4b-it|279|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,279,phys_5,False,scenario_first,0,C,C
5371,google/gemma-3n-e4b-it|279|phys_5|False|options_first|0,google/gemma-3n-e4b-it,279,phys_5,False,options_first,0,B,B
5372,google/gemma-3n-e4b-it|279|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,279,phys_5,False,scenario_first,1,C,C
5373,google/gemma-3n-e4b-it|279|phys_5|False|options_first|1,google/gemma-3n-e4b-it,279,phys_5,False,options_first,1,B,B
5374,google/gemma-3n-e4b-it|279|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,279,phys_5,False,scenario_first,2,C,C
5375,google/gemma-3n-e4b-it|279|phys_5|False|options_first|2,google/gemma-3n-e4b-it,279,phys_5,False,options_first,2,B,B
5376,google/gemma-3n-e4b-it|280|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,280,phys_5,False,scenario_first,0,F,F
5377,google/gemma-3n-e4b-it|280|phys_5|False|options_first|0,google/gemma-3n-e4b-it,280,phys_5,False,options_first,0,C,C
5378,google/gemma-3n-e4b-it|280|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,280,phys_5,False,scenario_first,1,F,F
5379,google/gemma-3n-e4b-it|280|phys_5|False|options_first|1,google/gemma-3n-e4b-it,280,phys_5,False,options_first,1,C,C
5380,google/gemma-3n-e4b-it|280|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,280,phys_5,False,scenario_first,2,F,F
5381,google/gemma-3n-e4b-it|280|phys_5|False|options_first|2,google/gemma-3n-e4b-it,280,phys_5,False,options_first,2,C,C
5382,google/gemma-3n-e4b-it|281|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,281,phys_5,False,scenario_first,0,D,D
5383,google/gemma-3n-e4b-it|281|phys_5|False|options_first|0,google/gemma-3n-e4b-it,281,phys_5,False,options_first,0,B,B
5384,google/gemma-3n-e4b-it|281|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,281,phys_5,False,scenario_first,1,D,D
5385,google/gemma-3n-e4b-it|281|phys_5|False|options_first|1,google/gemma-3n-e4b-it,281,phys_5,False,options_first,1,B,B
5386,google/gemma-3n-e4b-it|281|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,281,phys_5,False,scenario_first,2,D,D
5387,google/gemma-3n-e4b-it|281|phys_5|False|options_first|2,google/gemma-3n-e4b-it,281,phys_5,False,options_first,2,B,B
5388,google/gemma-3n-e4b-it|282|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,282,phys_5,False,scenario_first,0,F,F
5389,google/gemma-3n-e4b-it|282|phys_5|False|options_first|0,google/gemma-3n-e4b-it,282,phys_5,False,options_first,0,D,D
5390,google/gemma-3n-e4b-it|282|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,282,phys_5,False,scenario_first,1,F,F
5391,google/gemma-3n-e4b-it|282|phys_5|False|options_first|1,google/gemma-3n-e4b-it,282,phys_5,False,options_first,1,D,D
5392,google/gemma-3n-e4b-it|282|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,282,phys_5,False,scenario_first,2,F,F
5393,google/gemma-3n-e4b-it|282|phys_5|False|options_first|2,google/gemma-3n-e4b-it,282,phys_5,False,options_first,2,D,D
5394,google/gemma-3n-e4b-it|283|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,283,phys_5,False,scenario_first,0,E,E
5395,google/gemma-3n-e4b-it|283|phys_5|False|options_first|0,google/gemma-3n-e4b-it,283,phys_5,False,options_first,0,A,A
5396,google/gemma-3n-e4b-it|283|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,283,phys_5,False,scenario_first,1,E,E
5397,google/gemma-3n-e4b-it|283|phys_5|False|options_first|1,google/gemma-3n-e4b-it,283,phys_5,False,options_first,1,A,A
5398,google/gemma-3n-e4b-it|283|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,283,phys_5,False,scenario_first,2,E,E
5399,google/gemma-3n-e4b-it|283|phys_5|False|options_first|2,google/gemma-3n-e4b-it,283,phys_5,False,options_first,2,A,A
5400,google/gemma-3n-e4b-it|284|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,284,phys_5,False,scenario_first,0,C,C
5401,google/gemma-3n-e4b-it|284|phys_5|False|options_first|0,google/gemma-3n-e4b-it,284,phys_5,False,options_first,0,B,B
5402,google/gemma-3n-e4b-it|284|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,284,phys_5,False,scenario_first,1,C,C
5403,google/gemma-3n-e4b-it|284|phys_5|False|options_first|1,google/gemma-3n-e4b-it,284,phys_5,False,options_first,1,B,B
5404,google/gemma-3n-e4b-it|284|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,284,phys_5,False,scenario_first,2,C,C
5405,google/gemma-3n-e4b-it|284|phys_5|False|options_first|2,google/gemma-3n-e4b-it,284,phys_5,False,options_first,2,B,B
5406,google/gemma-3n-e4b-it|285|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,285,phys_5,False,scenario_first,0,E,E
5407,google/gemma-3n-e4b-it|285|phys_5|False|options_first|0,google/gemma-3n-e4b-it,285,phys_5,False,options_first,0,A,A
5408,google/gemma-3n-e4b-it|285|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,285,phys_5,False,scenario_first,1,E,E
5409,google/gemma-3n-e4b-it|285|phys_5|False|options_first|1,google/gemma-3n-e4b-it,285,phys_5,False,options_first,1,A,A
5410,google/gemma-3n-e4b-it|285|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,285,phys_5,False,scenario_first,2,E,E
5411,google/gemma-3n-e4b-it|285|phys_5|False|options_first|2,google/gemma-3n-e4b-it,285,phys_5,False,options_first,2,A,A
5412,google/gemma-3n-e4b-it|286|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,286,phys_5,False,scenario_first,0,C,C
5413,google/gemma-3n-e4b-it|286|phys_5|False|options_first|0,google/gemma-3n-e4b-it,286,phys_5,False,options_first,0,C,C
5414,google/gemma-3n-e4b-it|286|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,286,phys_5,False,scenario_first,1,C,C
5415,google/gemma-3n-e4b-it|286|phys_5|False|options_first|1,google/gemma-3n-e4b-it,286,phys_5,False,options_first,1,C,C
5416,google/gemma-3n-e4b-it|286|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,286,phys_5,False,scenario_first,2,C,C
5417,google/gemma-3n-e4b-it|286|phys_5|False|options_first|2,google/gemma-3n-e4b-it,286,phys_5,False,options_first,2,E,E
5418,google/gemma-3n-e4b-it|287|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,287,phys_5,False,scenario_first,0,D,D
5419,google/gemma-3n-e4b-it|287|phys_5|False|options_first|0,google/gemma-3n-e4b-it,287,phys_5,False,options_first,0,D,D
5420,google/gemma-3n-e4b-it|287|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,287,phys_5,False,scenario_first,1,D,D
5421,google/gemma-3n-e4b-it|287|phys_5|False|options_first|1,google/gemma-3n-e4b-it,287,phys_5,False,options_first,1,D,D
5422,google/gemma-3n-e4b-it|287|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,287,phys_5,False,scenario_first,2,D,D
5423,google/gemma-3n-e4b-it|287|phys_5|False|options_first|2,google/gemma-3n-e4b-it,287,phys_5,False,options_first,2,D,D
5424,google/gemma-3n-e4b-it|288|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,288,phys_5,False,scenario_first,0,E,E
5425,google/gemma-3n-e4b-it|288|phys_5|False|options_first|0,google/gemma-3n-e4b-it,288,phys_5,False,options_first,0,E,E
5426,google/gemma-3n-e4b-it|288|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,288,phys_5,False,scenario_first,1,E,E
5427,google/gemma-3n-e4b-it|288|phys_5|False|options_first|1,google/gemma-3n-e4b-it,288,phys_5,False,options_first,1,E,E
5428,google/gemma-3n-e4b-it|288|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,288,phys_5,False,scenario_first,2,E,E
5429,google/gemma-3n-e4b-it|288|phys_5|False|options_first|2,google/gemma-3n-e4b-it,288,phys_5,False,options_first,2,E,E
5430,google/gemma-3n-e4b-it|289|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,289,phys_5,False,scenario_first,0,B,B
5431,google/gemma-3n-e4b-it|289|phys_5|False|options_first|0,google/gemma-3n-e4b-it,289,phys_5,False,options_first,0,B,B
5432,google/gemma-3n-e4b-it|289|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,289,phys_5,False,scenario_first,1,B,B
5433,google/gemma-3n-e4b-it|289|phys_5|False|options_first|1,google/gemma-3n-e4b-it,289,phys_5,False,options_first,1,B,B
5434,google/gemma-3n-e4b-it|289|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,289,phys_5,False,scenario_first,2,B,B
5435,google/gemma-3n-e4b-it|289|phys_5|False|options_first|2,google/gemma-3n-e4b-it,289,phys_5,False,options_first,2,B,B
5436,google/gemma-3n-e4b-it|290|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,290,phys_5,False,scenario_first,0,A,A
5437,google/gemma-3n-e4b-it|290|phys_5|False|options_first|0,google/gemma-3n-e4b-it,290,phys_5,False,options_first,0,A,A
5438,google/gemma-3n-e4b-it|290|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,290,phys_5,False,scenario_first,1,A,A
5439,google/gemma-3n-e4b-it|290|phys_5|False|options_first|1,google/gemma-3n-e4b-it,290,phys_5,False,options_first,1,A,A
5440,google/gemma-3n-e4b-it|290|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,290,phys_5,False,scenario_first,2,A,A
5441,google/gemma-3n-e4b-it|290|phys_5|False|options_first|2,google/gemma-3n-e4b-it,290,phys_5,False,options_first,2,A,A
5442,google/gemma-3n-e4b-it|291|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,291,phys_5,False,scenario_first,0,D,D
5443,google/gemma-3n-e4b-it|291|phys_5|False|options_first|0,google/gemma-3n-e4b-it,291,phys_5,False,options_first,0,D,D
5444,google/gemma-3n-e4b-it|291|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,291,phys_5,False,scenario_first,1,D,D
5445,google/gemma-3n-e4b-it|291|phys_5|False|options_first|1,google/gemma-3n-e4b-it,291,phys_5,False,options_first,1,D,D
5446,google/gemma-3n-e4b-it|291|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,291,phys_5,False,scenario_first,2,D,D
5447,google/gemma-3n-e4b-it|291|phys_5|False|options_first|2,google/gemma-3n-e4b-it,291,phys_5,False,options_first,2,D,D
5448,google/gemma-3n-e4b-it|292|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,292,phys_5,False,scenario_first,0,D,D
5449,google/gemma-3n-e4b-it|292|phys_5|False|options_first|0,google/gemma-3n-e4b-it,292,phys_5,False,options_first,0,D,D
5450,google/gemma-3n-e4b-it|292|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,292,phys_5,False,scenario_first,1,D,D
5451,google/gemma-3n-e4b-it|292|phys_5|False|options_first|1,google/gemma-3n-e4b-it,292,phys_5,False,options_first,1,D,D
5452,google/gemma-3n-e4b-it|292|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,292,phys_5,False,scenario_first,2,D,D
5453,google/gemma-3n-e4b-it|292|phys_5|False|options_first|2,google/gemma-3n-e4b-it,292,phys_5,False,options_first,2,D,D
5454,google/gemma-3n-e4b-it|293|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,293,phys_5,False,scenario_first,0,A,A
5455,google/gemma-3n-e4b-it|293|phys_5|False|options_first|0,google/gemma-3n-e4b-it,293,phys_5,False,options_first,0,A,A
5456,google/gemma-3n-e4b-it|293|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,293,phys_5,False,scenario_first,1,A,A
5457,google/gemma-3n-e4b-it|293|phys_5|False|options_first|1,google/gemma-3n-e4b-it,293,phys_5,False,options_first,1,A,A
5458,google/gemma-3n-e4b-it|293|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,293,phys_5,False,scenario_first,2,A,A
5459,google/gemma-3n-e4b-it|293|phys_5|False|options_first|2,google/gemma-3n-e4b-it,293,phys_5,False,options_first,2,A,A
5460,google/gemma-3n-e4b-it|294|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,294,phys_5,False,scenario_first,0,D,D
5461,google/gemma-3n-e4b-it|294|phys_5|False|options_first|0,google/gemma-3n-e4b-it,294,phys_5,False,options_first,0,B,B
5462,google/gemma-3n-e4b-it|294|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,294,phys_5,False,scenario_first,1,D,D
5463,google/gemma-3n-e4b-it|294|phys_5|False|options_first|1,google/gemma-3n-e4b-it,294,phys_5,False,options_first,1,B,B
5464,google/gemma-3n-e4b-it|294|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,294,phys_5,False,scenario_first,2,C,C
5465,google/gemma-3n-e4b-it|294|phys_5|False|options_first|2,google/gemma-3n-e4b-it,294,phys_5,False,options_first,2,D,D
5466,google/gemma-3n-e4b-it|295|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,295,phys_5,False,scenario_first,0,C,C
5467,google/gemma-3n-e4b-it|295|phys_5|False|options_first|0,google/gemma-3n-e4b-it,295,phys_5,False,options_first,0,D,D
5468,google/gemma-3n-e4b-it|295|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,295,phys_5,False,scenario_first,1,C,C
5469,google/gemma-3n-e4b-it|295|phys_5|False|options_first|1,google/gemma-3n-e4b-it,295,phys_5,False,options_first,1,D,D
5470,google/gemma-3n-e4b-it|295|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,295,phys_5,False,scenario_first,2,C,C
5471,google/gemma-3n-e4b-it|295|phys_5|False|options_first|2,google/gemma-3n-e4b-it,295,phys_5,False,options_first,2,D,D
5472,google/gemma-3n-e4b-it|296|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,296,phys_5,False,scenario_first,0,A,A
5473,google/gemma-3n-e4b-it|296|phys_5|False|options_first|0,google/gemma-3n-e4b-it,296,phys_5,False,options_first,0,A,A
5474,google/gemma-3n-e4b-it|296|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,296,phys_5,False,scenario_first,1,A,A
5475,google/gemma-3n-e4b-it|296|phys_5|False|options_first|1,google/gemma-3n-e4b-it,296,phys_5,False,options_first,1,A,A
5476,google/gemma-3n-e4b-it|296|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,296,phys_5,False,scenario_first,2,A,A
5477,google/gemma-3n-e4b-it|296|phys_5|False|options_first|2,google/gemma-3n-e4b-it,296,phys_5,False,options_first,2,A,A
5478,google/gemma-3n-e4b-it|297|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,297,phys_5,False,scenario_first,0,C,C
5479,google/gemma-3n-e4b-it|297|phys_5|False|options_first|0,google/gemma-3n-e4b-it,297,phys_5,False,options_first,0,B,B
5480,google/gemma-3n-e4b-it|297|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,297,phys_5,False,scenario_first,1,C,C
5481,google/gemma-3n-e4b-it|297|phys_5|False|options_first|1,google/gemma-3n-e4b-it,297,phys_5,False,options_first,1,B,B
5482,google/gemma-3n-e4b-it|297|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,297,phys_5,False,scenario_first,2,C,C
5483,google/gemma-3n-e4b-it|297|phys_5|False|options_first|2,google/gemma-3n-e4b-it,297,phys_5,False,options_first,2,B,B
5484,google/gemma-3n-e4b-it|298|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,298,phys_5,False,scenario_first,0,B,B
5485,google/gemma-3n-e4b-it|298|phys_5|False|options_first|0,google/gemma-3n-e4b-it,298,phys_5,False,options_first,0,F,F
5486,google/gemma-3n-e4b-it|298|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,298,phys_5,False,scenario_first,1,B,B
5487,google/gemma-3n-e4b-it|298|phys_5|False|options_first|1,google/gemma-3n-e4b-it,298,phys_5,False,options_first,1,F,F
5488,google/gemma-3n-e4b-it|298|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,298,phys_5,False,scenario_first,2,B,B
5489,google/gemma-3n-e4b-it|298|phys_5|False|options_first|2,google/gemma-3n-e4b-it,298,phys_5,False,options_first,2,F,F
5490,google/gemma-3n-e4b-it|299|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,299,phys_5,False,scenario_first,0,C,C
5491,google/gemma-3n-e4b-it|299|phys_5|False|options_first|0,google/gemma-3n-e4b-it,299,phys_5,False,options_first,0,A,A
5492,google/gemma-3n-e4b-it|299|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,299,phys_5,False,scenario_first,1,C,C
5493,google/gemma-3n-e4b-it|299|phys_5|False|options_first|1,google/gemma-3n-e4b-it,299,phys_5,False,options_first,1,A,A
5494,google/gemma-3n-e4b-it|299|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,299,phys_5,False,scenario_first,2,C,C
5495,google/gemma-3n-e4b-it|299|phys_5|False|options_first|2,google/gemma-3n-e4b-it,299,phys_5,False,options_first,2,A,A
5496,google/gemma-3n-e4b-it|300|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,300,phys_5,False,scenario_first,0,A,A
5497,google/gemma-3n-e4b-it|300|phys_5|False|options_first|0,google/gemma-3n-e4b-it,300,phys_5,False,options_first,0,B,B
5498,google/gemma-3n-e4b-it|300|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,300,phys_5,False,scenario_first,1,A,A
5499,google/gemma-3n-e4b-it|300|phys_5|False|options_first|1,google/gemma-3n-e4b-it,300,phys_5,False,options_first,1,B,B
5500,google/gemma-3n-e4b-it|300|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,300,phys_5,False,scenario_first,2,A,A
5501,google/gemma-3n-e4b-it|300|phys_5|False|options_first|2,google/gemma-3n-e4b-it,300,phys_5,False,options_first,2,B,B
5502,google/gemma-3n-e4b-it|301|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,301,phys_5,False,scenario_first,0,D,D
5503,google/gemma-3n-e4b-it|301|phys_5|False|options_first|0,google/gemma-3n-e4b-it,301,phys_5,False,options_first,0,B,B
5504,google/gemma-3n-e4b-it|301|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,301,phys_5,False,scenario_first,1,D,D
5505,google/gemma-3n-e4b-it|301|phys_5|False|options_first|1,google/gemma-3n-e4b-it,301,phys_5,False,options_first,1,B,B
5506,google/gemma-3n-e4b-it|301|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,301,phys_5,False,scenario_first,2,D,D
5507,google/gemma-3n-e4b-it|301|phys_5|False|options_first|2,google/gemma-3n-e4b-it,301,phys_5,False,options_first,2,B,B
5508,google/gemma-3n-e4b-it|302|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,302,phys_5,False,scenario_first,0,A,A
5509,google/gemma-3n-e4b-it|302|phys_5|False|options_first|0,google/gemma-3n-e4b-it,302,phys_5,False,options_first,0,C,C
5510,google/gemma-3n-e4b-it|302|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,302,phys_5,False,scenario_first,1,A,A
5511,google/gemma-3n-e4b-it|302|phys_5|False|options_first|1,google/gemma-3n-e4b-it,302,phys_5,False,options_first,1,C,C
5512,google/gemma-3n-e4b-it|302|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,302,phys_5,False,scenario_first,2,A,A
5513,google/gemma-3n-e4b-it|302|phys_5|False|options_first|2,google/gemma-3n-e4b-it,302,phys_5,False,options_first,2,C,C
5514,google/gemma-3n-e4b-it|303|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,303,phys_5,False,scenario_first,0,C,C
5515,google/gemma-3n-e4b-it|303|phys_5|False|options_first|0,google/gemma-3n-e4b-it,303,phys_5,False,options_first,0,C,C
5516,google/gemma-3n-e4b-it|303|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,303,phys_5,False,scenario_first,1,C,C
5517,google/gemma-3n-e4b-it|303|phys_5|False|options_first|1,google/gemma-3n-e4b-it,303,phys_5,False,options_first,1,C,C
5518,google/gemma-3n-e4b-it|303|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,303,phys_5,False,scenario_first,2,C,C
5519,google/gemma-3n-e4b-it|303|phys_5|False|options_first|2,google/gemma-3n-e4b-it,303,phys_5,False,options_first,2,C,C
5520,google/gemma-3n-e4b-it|304|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,304,phys_5,False,scenario_first,0,C,C
5521,google/gemma-3n-e4b-it|304|phys_5|False|options_first|0,google/gemma-3n-e4b-it,304,phys_5,False,options_first,0,A,A
5522,google/gemma-3n-e4b-it|304|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,304,phys_5,False,scenario_first,1,C,C
5523,google/gemma-3n-e4b-it|304|phys_5|False|options_first|1,google/gemma-3n-e4b-it,304,phys_5,False,options_first,1,A,A
5524,google/gemma-3n-e4b-it|304|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,304,phys_5,False,scenario_first,2,C,C
5525,google/gemma-3n-e4b-it|304|phys_5|False|options_first|2,google/gemma-3n-e4b-it,304,phys_5,False,options_first,2,A,A
5526,google/gemma-3n-e4b-it|305|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,305,phys_5,False,scenario_first,0,A,A
5527,google/gemma-3n-e4b-it|305|phys_5|False|options_first|0,google/gemma-3n-e4b-it,305,phys_5,False,options_first,0,A,A
5528,google/gemma-3n-e4b-it|305|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,305,phys_5,False,scenario_first,1,A,A
5529,google/gemma-3n-e4b-it|305|phys_5|False|options_first|1,google/gemma-3n-e4b-it,305,phys_5,False,options_first,1,A,A
5530,google/gemma-3n-e4b-it|305|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,305,phys_5,False,scenario_first,2,A,A
5531,google/gemma-3n-e4b-it|305|phys_5|False|options_first|2,google/gemma-3n-e4b-it,305,phys_5,False,options_first,2,A,A
5532,google/gemma-3n-e4b-it|306|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,306,phys_5,False,scenario_first,0,A,A
5533,google/gemma-3n-e4b-it|306|phys_5|False|options_first|0,google/gemma-3n-e4b-it,306,phys_5,False,options_first,0,A,A
5534,google/gemma-3n-e4b-it|306|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,306,phys_5,False,scenario_first,1,A,A
5535,google/gemma-3n-e4b-it|306|phys_5|False|options_first|1,google/gemma-3n-e4b-it,306,phys_5,False,options_first,1,A,A
5536,google/gemma-3n-e4b-it|306|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,306,phys_5,False,scenario_first,2,A,A
5537,google/gemma-3n-e4b-it|306|phys_5|False|options_first|2,google/gemma-3n-e4b-it,306,phys_5,False,options_first,2,A,A
5538,google/gemma-3n-e4b-it|307|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,307,phys_5,False,scenario_first,0,C,C
5539,google/gemma-3n-e4b-it|307|phys_5|False|options_first|0,google/gemma-3n-e4b-it,307,phys_5,False,options_first,0,D,D
5540,google/gemma-3n-e4b-it|307|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,307,phys_5,False,scenario_first,1,C,C
5541,google/gemma-3n-e4b-it|307|phys_5|False|options_first|1,google/gemma-3n-e4b-it,307,phys_5,False,options_first,1,D,D
5542,google/gemma-3n-e4b-it|307|phys_5|False|scenario_first|2,google/gemma-3n-e4b-it,307,phys_5,False,scenario_first,2,C,C
5543,google/gemma-3n-e4b-it|307|phys_5|False|options_first|2,google/gemma-3n-e4b-it,307,phys_5,False,options_first,2,D,D
5544,google/gemma-3n-e4b-it|308|phys_5|False|scenario_first|0,google/gemma-3n-e4b-it,308,phys_5,False,scenario_first,0,E,E
5545,google/gemma-3n-e4b-it|308|phys_5|False|options_first|0,google/gemma-3n-e4b-it,308,phys_5,False,options_first,0,B,B
5546,google/gemma-3n-e4b-it|308|phys_5|False|scenario_first|1,google/gemma-3n-e4b-it,308,phys_5,False,scenario_first,1,E,E
