trial_index,trial_id,model,scenario_index,profile_id,baseline,prompt_order,repetition,raw_output,parsed_choice
1717,gemma4:e2b|286||True|options_first|0,gemma4:e2b,286,,True,options_first,0,F,F
1722,gemma4:e2b|287||True|scenario_first|0,gemma4:e2b,287,,True,scenario_first,0,D,D
1729,gemma4:e2b|288||True|options_first|0,gemma4:e2b,288,,True,options_first,0,B,B
1734,gemma4:e2b|289||True|scenario_first|0,gemma4:e2b,289,,True,scenario_first,0,B,B
1740,gemma4:e2b|290||True|scenario_first|0,gemma4:e2b,290,,True,scenario_first,0,C,C
1747,gemma4:e2b|291||True|options_first|0,gemma4:e2b,291,,True,options_first,0,D,D
1752,gemma4:e2b|292||True|scenario_first|0,gemma4:e2b,292,,True,scenario_first,0,B,B
1758,gemma4:e2b|293||True|scenario_first|0,gemma4:e2b,293,,True,scenario_first,0,C,C
1764,gemma4:e2b|294||True|scenario_first|0,gemma4:e2b,294,,True,scenario_first,0,D,D
1771,gemma4:e2b|295||True|options_first|0,gemma4:e2b,295,,True,options_first,0,B,B
1778,gemma4:e2b|296||True|scenario_first|1,gemma4:e2b,296,,True,scenario_first,1,B,B
1782,gemma4:e2b|297||True|scenario_first|0,gemma4:e2b,297,,True,scenario_first,0,B,B
1789,gemma4:e2b|298||True|options_first|0,gemma4:e2b,298,,True,options_first,0,F,F
1794,gemma4:e2b|299||True|scenario_first|0,gemma4:e2b,299,,True,scenario_first,0,B,B
1800,gemma4:e2b|300||True|scenario_first|0,gemma4:e2b,300,,True,scenario_first,0,B,B
1807,gemma4:e2b|301||True|options_first|0,gemma4:e2b,301,,True,options_first,0,F,F
1812,gemma4:e2b|302||True|scenario_first|0,gemma4:e2b,302,,True,scenario_first,0,C,C
1818,gemma4:e2b|303||True|scenario_first|0,gemma4:e2b,303,,True,scenario_first,0,C,C
1824,gemma4:e2b|304||True|scenario_first|0,gemma4:e2b,304,,True,scenario_first,0,C,C
1830,gemma4:e2b|305||True|scenario_first|0,gemma4:e2b,305,,True,scenario_first,0,A,A
1836,gemma4:e2b|306||True|scenario_first|0,gemma4:e2b,306,,True,scenario_first,0,B,B
1843,gemma4:e2b|307||True|options_first|0,gemma4:e2b,307,,True,options_first,0,D,D
1849,gemma4:e2b|308||True|options_first|0,gemma4:e2b,308,,True,options_first,0,F,F
1854,gemma4:e2b|309||True|scenario_first|0,gemma4:e2b,309,,True,scenario_first,0,C,C
1860,gemma4:e2b|310||True|scenario_first|0,gemma4:e2b,310,,True,scenario_first,0,C,C
1866,gemma4:e2b|311||True|scenario_first|0,gemma4:e2b,311,,True,scenario_first,0,F,F
1872,gemma4:e2b|312||True|scenario_first|0,gemma4:e2b,312,,True,scenario_first,0,C,C
1878,gemma4:e2b|313||True|scenario_first|0,gemma4:e2b,313,,True,scenario_first,0,F,F
1884,gemma4:e2b|314||True|scenario_first|0,gemma4:e2b,314,,True,scenario_first,0,F,F
1890,gemma4:e2b|315||True|scenario_first|0,gemma4:e2b,315,,True,scenario_first,0,F,F
1896,gemma4:e2b|316||True|scenario_first|0,gemma4:e2b,316,,True,scenario_first,0,E,E
1902,gemma4:e2b|317||True|scenario_first|0,gemma4:e2b,317,,True,scenario_first,0,E,E
1908,gemma4:e2b|318||True|scenario_first|0,gemma4:e2b,318,,True,scenario_first,0,F,F
1915,gemma4:e2b|319||True|options_first|0,gemma4:e2b,319,,True,options_first,0,B,B
1921,gemma4:e2b|320||True|options_first|0,gemma4:e2b,320,,True,options_first,0,C,C
1926,gemma4:e2b|321||True|scenario_first|0,gemma4:e2b,321,,True,scenario_first,0,C,C
1932,gemma4:e2b|322||True|scenario_first|0,gemma4:e2b,322,,True,scenario_first,0,C,C
1938,gemma4:e2b|323||True|scenario_first|0,gemma4:e2b,323,,True,scenario_first,0,C,C
1944,gemma4:e2b|324||True|scenario_first|0,gemma4:e2b,324,,True,scenario_first,0,B,B
1950,gemma4:e2b|325||True|scenario_first|0,gemma4:e2b,325,,True,scenario_first,0,B,B
1956,gemma4:e2b|326||True|scenario_first|0,gemma4:e2b,326,,True,scenario_first,0,B,B
1962,gemma4:e2b|327||True|scenario_first|0,gemma4:e2b,327,,True,scenario_first,0,B,B
1968,gemma4:e2b|328||True|scenario_first|0,gemma4:e2b,328,,True,scenario_first,0,C,C
1974,gemma4:e2b|329||True|scenario_first|0,gemma4:e2b,329,,True,scenario_first,0,C,C
1980,gemma4:e2b|330||True|scenario_first|0,gemma4:e2b,330,,True,scenario_first,0,B,B
1986,gemma4:e2b|331||True|scenario_first|0,gemma4:e2b,331,,True,scenario_first,0,C,C
1992,gemma4:e2b|332||True|scenario_first|0,gemma4:e2b,332,,True,scenario_first,0,C,C
1998,gemma4:e2b|333||True|scenario_first|0,gemma4:e2b,333,,True,scenario_first,0,B,B
2004,gemma4:e2b|334||True|scenario_first|0,gemma4:e2b,334,,True,scenario_first,0,C,C
2010,gemma4:e2b|335||True|scenario_first|0,gemma4:e2b,335,,True,scenario_first,0,B,B
2016,gemma4:e2b|336||True|scenario_first|0,gemma4:e2b,336,,True,scenario_first,0,B,B
2023,gemma4:e2b|337||True|options_first|0,gemma4:e2b,337,,True,options_first,0,C,C
2028,gemma4:e2b|338||True|scenario_first|0,gemma4:e2b,338,,True,scenario_first,0,B,B
2034,gemma4:e2b|339||True|scenario_first|0,gemma4:e2b,339,,True,scenario_first,0,B,B
2040,gemma4:e2b|340||True|scenario_first|0,gemma4:e2b,340,,True,scenario_first,0,B,B
2046,gemma4:e2b|341||True|scenario_first|0,gemma4:e2b,341,,True,scenario_first,0,B,B
2052,gemma4:e2b|342||True|scenario_first|0,gemma4:e2b,342,,True,scenario_first,0,D,D
2059,gemma4:e2b|343||True|options_first|0,gemma4:e2b,343,,True,options_first,0,C,C
2064,gemma4:e2b|344||True|scenario_first|0,gemma4:e2b,344,,True,scenario_first,0,F,F
2070,gemma4:e2b|345||True|scenario_first|0,gemma4:e2b,345,,True,scenario_first,0,D,D
2076,gemma4:e2b|346||True|scenario_first|0,gemma4:e2b,346,,True,scenario_first,0,E,E
2082,gemma4:e2b|347||True|scenario_first|0,gemma4:e2b,347,,True,scenario_first,0,E,E
2088,gemma4:e2b|348||True|scenario_first|0,gemma4:e2b,348,,True,scenario_first,0,C,C
2094,gemma4:e2b|349||True|scenario_first|0,gemma4:e2b,349,,True,scenario_first,0,C,C
2100,gemma4:e2b|350||True|scenario_first|0,gemma4:e2b,350,,True,scenario_first,0,C,C
2106,gemma4:e2b|351||True|scenario_first|0,gemma4:e2b,351,,True,scenario_first,0,F,F
2112,gemma4:e2b|352||True|scenario_first|0,gemma4:e2b,352,,True,scenario_first,0,C,C
2118,gemma4:e2b|353||True|scenario_first|0,gemma4:e2b,353,,True,scenario_first,0,C,C
2124,gemma4:e2b|354||True|scenario_first|0,gemma4:e2b,354,,True,scenario_first,0,E,E
2131,gemma4:e2b|355||True|options_first|0,gemma4:e2b,355,,True,options_first,0,C,C
2136,gemma4:e2b|356||True|scenario_first|0,gemma4:e2b,356,,True,scenario_first,0,B,B
2142,gemma4:e2b|357||True|scenario_first|0,gemma4:e2b,357,,True,scenario_first,0,C,C
2148,gemma4:e2b|358||True|scenario_first|0,gemma4:e2b,358,,True,scenario_first,0,C,C
2155,gemma4:e2b|359||True|options_first|0,gemma4:e2b,359,,True,options_first,0,C,C
2161,gemma4:e2b|360||True|options_first|0,gemma4:e2b,360,,True,options_first,0,C,C
2166,gemma4:e2b|361||True|scenario_first|0,gemma4:e2b,361,,True,scenario_first,0,C,C
2172,gemma4:e2b|362||True|scenario_first|0,gemma4:e2b,362,,True,scenario_first,0,C,C
2178,gemma4:e2b|363||True|scenario_first|0,gemma4:e2b,363,,True,scenario_first,0,C,C
2186,gemma4:e2b|364||True|scenario_first|1,gemma4:e2b,364,,True,scenario_first,1,E,E
2190,gemma4:e2b|365||True|scenario_first|0,gemma4:e2b,365,,True,scenario_first,0,B,B
2197,gemma4:e2b|366||True|options_first|0,gemma4:e2b,366,,True,options_first,0,C,C
2202,gemma4:e2b|367||True|scenario_first|0,gemma4:e2b,367,,True,scenario_first,0,B,B
2208,gemma4:e2b|368||True|scenario_first|0,gemma4:e2b,368,,True,scenario_first,0,C,C
2214,gemma4:e2b|369||True|scenario_first|0,gemma4:e2b,369,,True,scenario_first,0,B,B
2220,gemma4:e2b|370||True|scenario_first|0,gemma4:e2b,370,,True,scenario_first,0,C,C
2226,gemma4:e2b|371||True|scenario_first|0,gemma4:e2b,371,,True,scenario_first,0,D,D
2232,gemma4:e2b|372||True|scenario_first|0,gemma4:e2b,372,,True,scenario_first,0,C,C
2238,gemma4:e2b|373||True|scenario_first|0,gemma4:e2b,373,,True,scenario_first,0,B,B
2245,gemma4:e2b|374||True|options_first|0,gemma4:e2b,374,,True,options_first,0,D,D
2250,gemma4:e2b|375||True|scenario_first|0,gemma4:e2b,375,,True,scenario_first,0,B,B
2257,gemma4:e2b|376||True|options_first|0,gemma4:e2b,376,,True,options_first,0,C,C
2262,gemma4:e2b|377||True|scenario_first|0,gemma4:e2b,377,,True,scenario_first,0,D,D
2268,gemma4:e2b|378||True|scenario_first|0,gemma4:e2b,378,,True,scenario_first,0,D,D
2274,gemma4:e2b|379||True|scenario_first|0,gemma4:e2b,379,,True,scenario_first,0,C,C
2280,gemma4:e2b|380||True|scenario_first|0,gemma4:e2b,380,,True,scenario_first,0,B,B
2286,gemma4:e2b|381||True|scenario_first|0,gemma4:e2b,381,,True,scenario_first,0,B,B
2292,gemma4:e2b|382||True|scenario_first|0,gemma4:e2b,382,,True,scenario_first,0,C,C
2298,gemma4:e2b|383||True|scenario_first|0,gemma4:e2b,383,,True,scenario_first,0,C,C
2304,gemma4:e2b|384||True|scenario_first|0,gemma4:e2b,384,,True,scenario_first,0,C,C
2312,gemma4:e2b|385||True|scenario_first|1,gemma4:e2b,385,,True,scenario_first,1,C,C
2316,gemma4:e2b|386||True|scenario_first|0,gemma4:e2b,386,,True,scenario_first,0,E,E
2322,gemma4:e2b|387||True|scenario_first|0,gemma4:e2b,387,,True,scenario_first,0,C,C
2329,gemma4:e2b|388||True|options_first|0,gemma4:e2b,388,,True,options_first,0,D,D
2335,gemma4:e2b|389||True|options_first|0,gemma4:e2b,389,,True,options_first,0,D,D
2341,gemma4:e2b|390||True|options_first|0,gemma4:e2b,390,,True,options_first,0,C,C
2346,gemma4:e2b|391||True|scenario_first|0,gemma4:e2b,391,,True,scenario_first,0,F,F
2352,gemma4:e2b|392||True|scenario_first|0,gemma4:e2b,392,,True,scenario_first,0,C,C
2358,gemma4:e2b|393||True|scenario_first|0,gemma4:e2b,393,,True,scenario_first,0,C,C
2364,gemma4:e2b|394||True|scenario_first|0,gemma4:e2b,394,,True,scenario_first,0,B,B
2370,gemma4:e2b|395||True|scenario_first|0,gemma4:e2b,395,,True,scenario_first,0,E,E
2376,gemma4:e2b|396||True|scenario_first|0,gemma4:e2b,396,,True,scenario_first,0,B,B
2382,gemma4:e2b|397||True|scenario_first|0,gemma4:e2b,397,,True,scenario_first,0,A,A
2388,gemma4:e2b|398||True|scenario_first|0,gemma4:e2b,398,,True,scenario_first,0,C,C
2394,gemma4:e2b|399||True|scenario_first|0,gemma4:e2b,399,,True,scenario_first,0,B,B
2400,gemma4:e2b|400||True|scenario_first|0,gemma4:e2b,400,,True,scenario_first,0,C,C
2407,gemma4:e2b|401||True|options_first|0,gemma4:e2b,401,,True,options_first,0,B,B
2412,gemma4:e2b|402||True|scenario_first|0,gemma4:e2b,402,,True,scenario_first,0,B,B
2418,gemma4:e2b|403||True|scenario_first|0,gemma4:e2b,403,,True,scenario_first,0,C,C
2424,gemma4:e2b|404||True|scenario_first|0,gemma4:e2b,404,,True,scenario_first,0,C,C
2430,gemma4:e2b|405||True|scenario_first|0,gemma4:e2b,405,,True,scenario_first,0,C,C
2436,gemma4:e2b|406||True|scenario_first|0,gemma4:e2b,406,,True,scenario_first,0,C,C
2442,gemma4:e2b|407||True|scenario_first|0,gemma4:e2b,407,,True,scenario_first,0,C,C
2448,gemma4:e2b|408||True|scenario_first|0,gemma4:e2b,408,,True,scenario_first,0,C,C
2454,gemma4:e2b|409||True|scenario_first|0,gemma4:e2b,409,,True,scenario_first,0,C,C
2460,gemma4:e2b|410||True|scenario_first|0,gemma4:e2b,410,,True,scenario_first,0,B,B
2466,gemma4:e2b|411||True|scenario_first|0,gemma4:e2b,411,,True,scenario_first,0,D,D
2472,gemma4:e2b|412||True|scenario_first|0,gemma4:e2b,412,,True,scenario_first,0,C,C
2478,gemma4:e2b|413||True|scenario_first|0,gemma4:e2b,413,,True,scenario_first,0,C,C
2484,gemma4:e2b|414||True|scenario_first|0,gemma4:e2b,414,,True,scenario_first,0,B,B
2490,gemma4:e2b|415||True|scenario_first|0,gemma4:e2b,415,,True,scenario_first,0,E,E
2496,gemma4:e2b|416||True|scenario_first|0,gemma4:e2b,416,,True,scenario_first,0,C,C
2502,gemma4:e2b|417||True|scenario_first|0,gemma4:e2b,417,,True,scenario_first,0,C,C
2508,gemma4:e2b|418||True|scenario_first|0,gemma4:e2b,418,,True,scenario_first,0,C,C
2514,gemma4:e2b|419||True|scenario_first|0,gemma4:e2b,419,,True,scenario_first,0,A,A
2520,gemma4:e2b|420||True|scenario_first|0,gemma4:e2b,420,,True,scenario_first,0,D,D
2526,gemma4:e2b|421||True|scenario_first|0,gemma4:e2b,421,,True,scenario_first,0,C,C
2532,gemma4:e2b|422||True|scenario_first|0,gemma4:e2b,422,,True,scenario_first,0,C,C
2539,gemma4:e2b|423||True|options_first|0,gemma4:e2b,423,,True,options_first,0,B,B
2544,gemma4:e2b|424||True|scenario_first|0,gemma4:e2b,424,,True,scenario_first,0,E,E
2550,gemma4:e2b|425||True|scenario_first|0,gemma4:e2b,425,,True,scenario_first,0,A,A
2556,gemma4:e2b|426||True|scenario_first|0,gemma4:e2b,426,,True,scenario_first,0,C,C
2563,gemma4:e2b|427||True|options_first|0,gemma4:e2b,427,,True,options_first,0,C,C
2569,gemma4:e2b|428||True|options_first|0,gemma4:e2b,428,,True,options_first,0,C,C
2574,gemma4:e2b|429||True|scenario_first|0,gemma4:e2b,429,,True,scenario_first,0,C,C
2580,gemma4:e2b|430||True|scenario_first|0,gemma4:e2b,430,,True,scenario_first,0,E,E
2586,gemma4:e2b|431||True|scenario_first|0,gemma4:e2b,431,,True,scenario_first,0,D,D
2592,gemma4:e2b|432||True|scenario_first|0,gemma4:e2b,432,,True,scenario_first,0,B,B
2598,gemma4:e2b|433||True|scenario_first|0,gemma4:e2b,433,,True,scenario_first,0,B,B
2604,gemma4:e2b|434||True|scenario_first|0,gemma4:e2b,434,,True,scenario_first,0,C,C
2610,gemma4:e2b|435||True|scenario_first|0,gemma4:e2b,435,,True,scenario_first,0,C,C
2616,gemma4:e2b|436||True|scenario_first|0,gemma4:e2b,436,,True,scenario_first,0,C,C
2622,gemma4:e2b|437||True|scenario_first|0,gemma4:e2b,437,,True,scenario_first,0,C,C
2628,gemma4:e2b|438||True|scenario_first|0,gemma4:e2b,438,,True,scenario_first,0,C,C
2634,gemma4:e2b|439||True|scenario_first|0,gemma4:e2b,439,,True,scenario_first,0,B,B
2640,gemma4:e2b|440||True|scenario_first|0,gemma4:e2b,440,,True,scenario_first,0,B,B
2646,gemma4:e2b|441||True|scenario_first|0,gemma4:e2b,441,,True,scenario_first,0,C,C
2654,gemma4:e2b|442||True|scenario_first|1,gemma4:e2b,442,,True,scenario_first,1,A,A
2658,gemma4:e2b|443||True|scenario_first|0,gemma4:e2b,443,,True,scenario_first,0,C,C
2664,gemma4:e2b|444||True|scenario_first|0,gemma4:e2b,444,,True,scenario_first,0,C,C
2670,gemma4:e2b|445||True|scenario_first|0,gemma4:e2b,445,,True,scenario_first,0,B,B
2676,gemma4:e2b|446||True|scenario_first|0,gemma4:e2b,446,,True,scenario_first,0,C,C
2684,gemma4:e2b|447||True|scenario_first|1,gemma4:e2b,447,,True,scenario_first,1,B,B
2689,gemma4:e2b|448||True|options_first|0,gemma4:e2b,448,,True,options_first,0,B,B
2694,gemma4:e2b|449||True|scenario_first|0,gemma4:e2b,449,,True,scenario_first,0,D,D
2700,gemma4:e2b|450||True|scenario_first|0,gemma4:e2b,450,,True,scenario_first,0,C,C
2707,gemma4:e2b|451||True|options_first|0,gemma4:e2b,451,,True,options_first,0,C,C
2713,gemma4:e2b|452||True|options_first|0,gemma4:e2b,452,,True,options_first,0,F,F
2718,gemma4:e2b|453||True|scenario_first|0,gemma4:e2b,453,,True,scenario_first,0,B,B
2724,gemma4:e2b|454||True|scenario_first|0,gemma4:e2b,454,,True,scenario_first,0,C,C
2732,gemma4:e2b|455||True|scenario_first|1,gemma4:e2b,455,,True,scenario_first,1,E,E
2736,gemma4:e2b|456||True|scenario_first|0,gemma4:e2b,456,,True,scenario_first,0,C,C
2743,gemma4:e2b|457||True|options_first|0,gemma4:e2b,457,,True,options_first,0,B,B
2748,gemma4:e2b|458||True|scenario_first|0,gemma4:e2b,458,,True,scenario_first,0,C,C
2754,gemma4:e2b|459||True|scenario_first|0,gemma4:e2b,459,,True,scenario_first,0,B,B
2760,gemma4:e2b|460||True|scenario_first|0,gemma4:e2b,460,,True,scenario_first,0,C,C
2768,gemma4:e2b|461||True|scenario_first|1,gemma4:e2b,461,,True,scenario_first,1,D,D
2773,gemma4:e2b|462||True|options_first|0,gemma4:e2b,462,,True,options_first,0,C,C
2778,gemma4:e2b|463||True|scenario_first|0,gemma4:e2b,463,,True,scenario_first,0,D,D
2784,gemma4:e2b|464||True|scenario_first|0,gemma4:e2b,464,,True,scenario_first,0,B,B
2790,gemma4:e2b|465||True|scenario_first|0,gemma4:e2b,465,,True,scenario_first,0,B,B
2797,gemma4:e2b|466||True|options_first|0,gemma4:e2b,466,,True,options_first,0,E,E
2803,gemma4:e2b|467||True|options_first|0,gemma4:e2b,467,,True,options_first,0,C,C
2808,gemma4:e2b|468||True|scenario_first|0,gemma4:e2b,468,,True,scenario_first,0,B,B
2814,gemma4:e2b|469||True|scenario_first|0,gemma4:e2b,469,,True,scenario_first,0,A,A
2821,gemma4:e2b|470||True|options_first|0,gemma4:e2b,470,,True,options_first,0,B,B
2827,gemma4:e2b|471||True|options_first|0,gemma4:e2b,471,,True,options_first,0,C,C
2832,gemma4:e2b|472||True|scenario_first|0,gemma4:e2b,472,,True,scenario_first,0,D,D
2838,gemma4:e2b|473||True|scenario_first|0,gemma4:e2b,473,,True,scenario_first,0,B,B
2844,gemma4:e2b|474||True|scenario_first|0,gemma4:e2b,474,,True,scenario_first,0,C,C
2850,gemma4:e2b|475||True|scenario_first|0,gemma4:e2b,475,,True,scenario_first,0,E,E
2856,gemma4:e2b|476||True|scenario_first|0,gemma4:e2b,476,,True,scenario_first,0,B,B
2862,gemma4:e2b|477||True|scenario_first|0,gemma4:e2b,477,,True,scenario_first,0,C,C
2868,gemma4:e2b|478||True|scenario_first|0,gemma4:e2b,478,,True,scenario_first,0,C,C
2874,gemma4:e2b|479||True|scenario_first|0,gemma4:e2b,479,,True,scenario_first,0,E,E
2882,gemma4:e2b|480||True|scenario_first|1,gemma4:e2b,480,,True,scenario_first,1,D,D
2886,gemma4:e2b|481||True|scenario_first|0,gemma4:e2b,481,,True,scenario_first,0,D,D
2892,gemma4:e2b|482||True|scenario_first|0,gemma4:e2b,482,,True,scenario_first,0,B,B
2899,gemma4:e2b|483||True|options_first|0,gemma4:e2b,483,,True,options_first,0,D,D
2904,gemma4:e2b|484||True|scenario_first|0,gemma4:e2b,484,,True,scenario_first,0,D,D
2910,gemma4:e2b|485||True|scenario_first|0,gemma4:e2b,485,,True,scenario_first,0,A,A
2916,gemma4:e2b|486||True|scenario_first|0,gemma4:e2b,486,,True,scenario_first,0,C,C
2922,gemma4:e2b|487||True|scenario_first|0,gemma4:e2b,487,,True,scenario_first,0,B,B
2928,gemma4:e2b|488||True|scenario_first|0,gemma4:e2b,488,,True,scenario_first,0,B,B
2934,gemma4:e2b|489||True|scenario_first|0,gemma4:e2b,489,,True,scenario_first,0,B,B
2940,gemma4:e2b|490||True|scenario_first|0,gemma4:e2b,490,,True,scenario_first,0,E,E
2946,gemma4:e2b|491||True|scenario_first|0,gemma4:e2b,491,,True,scenario_first,0,C,C
2952,gemma4:e2b|492||True|scenario_first|0,gemma4:e2b,492,,True,scenario_first,0,C,C
2959,gemma4:e2b|493||True|options_first|0,gemma4:e2b,493,,True,options_first,0,F,F
2965,gemma4:e2b|494||True|options_first|0,gemma4:e2b,494,,True,options_first,0,C,C
2970,gemma4:e2b|495||True|scenario_first|0,gemma4:e2b,495,,True,scenario_first,0,C,C
2976,gemma4:e2b|496||True|scenario_first|0,gemma4:e2b,496,,True,scenario_first,0,B,B
2982,gemma4:e2b|497||True|scenario_first|0,gemma4:e2b,497,,True,scenario_first,0,C,C
2988,gemma4:e2b|498||True|scenario_first|0,gemma4:e2b,498,,True,scenario_first,0,D,D
2995,gemma4:e2b|499||True|options_first|0,gemma4:e2b,499,,True,options_first,0,C,C
3001,gemma4:e2b|500||True|options_first|0,gemma4:e2b,500,,True,options_first,0,B,B
3006,gemma4:e2b|501||True|scenario_first|0,gemma4:e2b,501,,True,scenario_first,0,E,E
3013,gemma4:e2b|502||True|options_first|0,gemma4:e2b,502,,True,options_first,0,C,C
3018,gemma4:e2b|503||True|scenario_first|0,gemma4:e2b,503,,True,scenario_first,0,C,C
3024,gemma4:e2b|504||True|scenario_first|0,gemma4:e2b,504,,True,scenario_first,0,A,A
3031,gemma4:e2b|505||True|options_first|0,gemma4:e2b,505,,True,options_first,0,D,D
3037,gemma4:e2b|506||True|options_first|0,gemma4:e2b,506,,True,options_first,0,B,B
3042,gemma4:e2b|507||True|scenario_first|0,gemma4:e2b,507,,True,scenario_first,0,F,F
3048,gemma4:e2b|508||True|scenario_first|0,gemma4:e2b,508,,True,scenario_first,0,A,A
3054,gemma4:e2b|509||True|scenario_first|0,gemma4:e2b,509,,True,scenario_first,0,B,B
3060,gemma4:e2b|510||True|scenario_first|0,gemma4:e2b,510,,True,scenario_first,0,C,C
3066,gemma4:e2b|511||True|scenario_first|0,gemma4:e2b,511,,True,scenario_first,0,C,C
3072,gemma4:e2b|512||True|scenario_first|0,gemma4:e2b,512,,True,scenario_first,0,B,B
3078,gemma4:e2b|513||True|scenario_first|0,gemma4:e2b,513,,True,scenario_first,0,A,A
3084,gemma4:e2b|514||True|scenario_first|0,gemma4:e2b,514,,True,scenario_first,0,C,C
3090,gemma4:e2b|515||True|scenario_first|0,gemma4:e2b,515,,True,scenario_first,0,D,D
3096,gemma4:e2b|516||True|scenario_first|0,gemma4:e2b,516,,True,scenario_first,0,B,B
3102,gemma4:e2b|517||True|scenario_first|0,gemma4:e2b,517,,True,scenario_first,0,C,C
3108,gemma4:e2b|518||True|scenario_first|0,gemma4:e2b,518,,True,scenario_first,0,C,C
3114,gemma4:e2b|519||True|scenario_first|0,gemma4:e2b,519,,True,scenario_first,0,C,C
3120,gemma4:e2b|520||True|scenario_first|0,gemma4:e2b,520,,True,scenario_first,0,B,B
3126,gemma4:e2b|521||True|scenario_first|0,gemma4:e2b,521,,True,scenario_first,0,D,D
3132,gemma4:e2b|522||True|scenario_first|0,gemma4:e2b,522,,True,scenario_first,0,C,C
3138,gemma4:e2b|523||True|scenario_first|0,gemma4:e2b,523,,True,scenario_first,0,F,F
3144,gemma4:e2b|524||True|scenario_first|0,gemma4:e2b,524,,True,scenario_first,0,C,C
3150,gemma4:e2b|525||True|scenario_first|0,gemma4:e2b,525,,True,scenario_first,0,B,B
3157,gemma4:e2b|526||True|options_first|0,gemma4:e2b,526,,True,options_first,0,C,C
3162,gemma4:e2b|527||True|scenario_first|0,gemma4:e2b,527,,True,scenario_first,0,C,C
3168,gemma4:e2b|528||True|scenario_first|0,gemma4:e2b,528,,True,scenario_first,0,E,E
3174,gemma4:e2b|529||True|scenario_first|0,gemma4:e2b,529,,True,scenario_first,0,C,C
3180,gemma4:e2b|530||True|scenario_first|0,gemma4:e2b,530,,True,scenario_first,0,C,C
3186,gemma4:e2b|531||True|scenario_first|0,gemma4:e2b,531,,True,scenario_first,0,F,F
3192,gemma4:e2b|532||True|scenario_first|0,gemma4:e2b,532,,True,scenario_first,0,B,B
3198,gemma4:e2b|533||True|scenario_first|0,gemma4:e2b,533,,True,scenario_first,0,A,A
3205,gemma4:e2b|534||True|options_first|0,gemma4:e2b,534,,True,options_first,0,A,A
3210,gemma4:e2b|535||True|scenario_first|0,gemma4:e2b,535,,True,scenario_first,0,C,C
3216,gemma4:e2b|536||True|scenario_first|0,gemma4:e2b,536,,True,scenario_first,0,E,E
3222,gemma4:e2b|537||True|scenario_first|0,gemma4:e2b,537,,True,scenario_first,0,E,E
3228,gemma4:e2b|538||True|scenario_first|0,gemma4:e2b,538,,True,scenario_first,0,D,D
3234,gemma4:e2b|539||True|scenario_first|0,gemma4:e2b,539,,True,scenario_first,0,B,B
3240,gemma4:e2b|540||True|scenario_first|0,gemma4:e2b,540,,True,scenario_first,0,F,F
3247,gemma4:e2b|541||True|options_first|0,gemma4:e2b,541,,True,options_first,0,C,C
3252,gemma4:e2b|542||True|scenario_first|0,gemma4:e2b,542,,True,scenario_first,0,F,F
3258,gemma4:e2b|543||True|scenario_first|0,gemma4:e2b,543,,True,scenario_first,0,C,C
3264,gemma4:e2b|544||True|scenario_first|0,gemma4:e2b,544,,True,scenario_first,0,E,E
3271,gemma4:e2b|545||True|options_first|0,gemma4:e2b,545,,True,options_first,0,F,F
3276,gemma4:e2b|546||True|scenario_first|0,gemma4:e2b,546,,True,scenario_first,0,B,B
3282,gemma4:e2b|547||True|scenario_first|0,gemma4:e2b,547,,True,scenario_first,0,B,B
3288,gemma4:e2b|548||True|scenario_first|0,gemma4:e2b,548,,True,scenario_first,0,B,B
3295,gemma4:e2b|549||True|options_first|0,gemma4:e2b,549,,True,options_first,0,E,E
3302,gemma4:e2b|550||True|scenario_first|1,gemma4:e2b,550,,True,scenario_first,1,B,B
3306,gemma4:e2b|551||True|scenario_first|0,gemma4:e2b,551,,True,scenario_first,0,C,C
3312,gemma4:e2b|552||True|scenario_first|0,gemma4:e2b,552,,True,scenario_first,0,A,A
3318,gemma4:e2b|553||True|scenario_first|0,gemma4:e2b,553,,True,scenario_first,0,B,B
3325,gemma4:e2b|554||True|options_first|0,gemma4:e2b,554,,True,options_first,0,B,B
3331,gemma4:e2b|555||True|options_first|0,gemma4:e2b,555,,True,options_first,0,A,A
3336,gemma4:e2b|556||True|scenario_first|0,gemma4:e2b,556,,True,scenario_first,0,A,A
3342,gemma4:e2b|557||True|scenario_first|0,gemma4:e2b,557,,True,scenario_first,0,C,C
3349,gemma4:e2b|558||True|options_first|0,gemma4:e2b,558,,True,options_first,0,B,B
3354,gemma4:e2b|559||True|scenario_first|0,gemma4:e2b,559,,True,scenario_first,0,C,C
3360,gemma4:e2b|560||True|scenario_first|0,gemma4:e2b,560,,True,scenario_first,0,B,B
3366,gemma4:e2b|561||True|scenario_first|0,gemma4:e2b,561,,True,scenario_first,0,D,D
3372,gemma4:e2b|562||True|scenario_first|0,gemma4:e2b,562,,True,scenario_first,0,C,C
3378,gemma4:e2b|563||True|scenario_first|0,gemma4:e2b,563,,True,scenario_first,0,C,C
3385,gemma4:e2b|564||True|options_first|0,gemma4:e2b,564,,True,options_first,0,C,C
3392,gemma4:e2b|565||True|scenario_first|1,gemma4:e2b,565,,True,scenario_first,1,A,A
3396,gemma4:e2b|566||True|scenario_first|0,gemma4:e2b,566,,True,scenario_first,0,C,C
3402,gemma4:e2b|567||True|scenario_first|0,gemma4:e2b,567,,True,scenario_first,0,C,C
3408,gemma4:e2b|568||True|scenario_first|0,gemma4:e2b,568,,True,scenario_first,0,C,C
